slug,level,is_stub,lsc_name,breadcrumb,triage,apqc_id,apqc_hier,apqc_depth,level_delta,apqc_name,apqc_match_score,apqc_name_only_score,apqc_description,eia_term,eia_definition,eia_url,agreement,decision,adopted_definition,provenance,web_validator,web_agreement,Decision,Notes
CM-1-2-6-1,4,no,Network Management,Downstream Operations > Commercial & Marketing > Supply And Trading > Refined Product Supply Chain Management > Network Management,WEAK,12899,4.1.3,3,1,Evaluate supply network,0.4,0.4,"Determining inventory targets and forecasting equity crude production.  Equity additives production and availability is forecast in order to meet emissions requirements, certain government regulators mandate blending of ethanol in gasoline, and impose both volume and composition requirements. Long and short positions are identified.",,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-2-6-1-1,5,no,Segment Customers,Downstream Operations > Commercial & Marketing > Supply And Trading > Refined Product Supply Chain Management > Network Management > Segment Customers,WEAK,19968,1.2.7.2.5,5,0,Validate with customers,0.5,0.5,"Creating a process to validate the sales process and the assumptions that underpin the business model. Understand if the products/services have a repeatable, scalable business model around that product.",,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-2-6-1-2,5,no,Evaluate Market Attractiveness,Downstream Operations > Commercial & Marketing > Supply And Trading > Refined Product Supply Chain Management > Network Management > Evaluate Market Attractiveness,WEAK,10107,3.1.2,3,2,Evaluate and prioritize market opportunities,0.571,0.571,"Appraising market opportunities by quantifying and subjecting them to prioritization, as well as validation tests. Closely examine the market opportunities that have been identified by Perform customer and market intelligence analysis [10106]. Triangulate those opportunities to capitalize by finding a fit between identified opportunities and the composite of organizational capabilities and business strategy.",,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-2-6-1-3,5,no,Assess Cost-to-Serve Performance,Downstream Operations > Commercial & Marketing > Supply And Trading > Refined Product Supply Chain Management > Network Management > Assess Cost-to-Serve Performance,WEAK,10314,4.3.2.6,4,1,Assess production performance,0.571,0.571,Analyzing and benchmarking the production process to judge its effectiveness and efficiency. Create production metrics to numerically calculate the performance of the production process.,,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-2-6-2,4,no,Refined Product Demand Management,Downstream Operations > Commercial & Marketing > Supply And Trading > Refined Product Supply Chain Management > Refined Product Demand Management,WEAK,19697,2.1.3.4,4,0,Define product technical documentation management requirements,0.4,0.4,"Defining sourcing and procurement requirements for new product technical documentation management. Make sourcing-based decisions that identify the capabilities that will be required in order to launch the new product. This documentation will be used to support the product following entry into service. It is compiled and managed in Manage product and process related data [12082], but the capability to manage and maintain this documentation must be defined and established.",,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-2-6-2-1,5,no,Manage Refined Product Demand,Downstream Operations > Commercial & Marketing > Supply And Trading > Refined Product Supply Chain Management > Refined Product Demand Management > Manage Refined Product Demand,WEAK,16630,3.3.8.1,4,1,Manage product images,0.571,0.571,"Producing or overseeing the creation or acquisition of photos, images and graphics for a product description, advertisement or a website. Like the copy [18131], product images are chosen and edited to enhance the product description and to convince consumers to purchase the product.",,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-2-6-2-2,5,no,Manage Refined Product Exchanges,Downstream Operations > Commercial & Marketing > Supply And Trading > Refined Product Supply Chain Management > Refined Product Demand Management > Manage Refined Product Exchanges,WEAK,16630,3.3.8.1,4,1,Manage product images,0.571,0.571,"Producing or overseeing the creation or acquisition of photos, images and graphics for a product description, advertisement or a website. Like the copy [18131], product images are chosen and edited to enhance the product description and to convince consumers to purchase the product.",,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-2-6-2-3,5,no,Forecast Refined Product Demand,Downstream Operations > Commercial & Marketing > Supply And Trading > Refined Product Supply Chain Management > Refined Product Demand Management > Forecast Refined Product Demand,WEAK,20634,8.1.5.2,4,1,Forecast IT service demand,0.571,0.571,"Forecasting demand for IT services using current business growth, research, and customer feedback. Refine these forecasts, inspect the approach used in creating forecasts, and determine its accuracy.",,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-2-6-3,4,no,Supply Operations,Downstream Operations > Commercial & Marketing > Supply And Trading > Refined Product Supply Chain Management > Supply Operations,WEAK,19948,1.1.3.2,4,0,Analyze internal operations,0.4,0.4,Identify key elements of operations and measure effectiveness of these elements within internal operations.,,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-2-6-3-1,5,no,Manage Primary Distribution Operations,Downstream Operations > Commercial & Marketing > Supply And Trading > Refined Product Supply Chain Management > Supply Operations > Manage Primary Distribution Operations,WEAK,10734,9.7,2,3,Manage treasury operations,0.571,0.571,"Managing business's investments in trading in bonds, currencies, financial derivatives, etc. Manage the financial assets and holdings of the organization. Optimize the organization's liquidity. Invest excess cash. Reduce financial risks.",,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-2-6-3-2,5,no,Manage Replenishment,Downstream Operations > Commercial & Marketing > Supply And Trading > Refined Product Supply Chain Management > Supply Operations > Manage Replenishment,STRONG,10256,4.1.6.6,4,1,Manage collaborative replenishment planning,0.667,0.667,Administering the plan for collaborative replenishment of goods. Replenish inventory by creating a plan in case of faulty production.,,,,pending,NEEDS REVIEW,,,"Wikipedia: 'Collaborative planning, forecasting, and replenishment'",0.088,NO SOURCE,strong APQC candidate but no validator agreed
CM-1-2-6-3-3,5,no,Manage Primary Distribution Transportation,Downstream Operations > Commercial & Marketing > Supply And Trading > Refined Product Supply Chain Management > Supply Operations > Manage Primary Distribution Transportation,WEAK,12923,4.4.2,3,2,Manage bulk transportation,0.571,0.571,"Managing the bulk transportation of refined products.  Spot and logistics contracts are arranged and pipeline, truck, rail, barge, and/or tanker shipments are scheduled and nominated, and pipeline shipments are managed.  Vessels, wharves/berths, rail and bulk truck shipments are scheduled and all the shipments are managed.  Book transfers, net outs and claims are managed, and the carrier invoices and documents are processed and audited.",,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-2-7-1,4,no,Contractual Agreements Management,Downstream Operations > Commercial & Marketing > Supply And Trading > Products Distribution Management > Contractual Agreements Management,NONE,12895,3.5.3.1,4,0,Establish lifting agreements,0.333,0.333,,,,,pending,NEEDS REVIEW,,,,,NO CANDIDATE,no meaningful APQC candidate
CM-1-2-7-1-1,5,no,Manage Product Exchange Agreements,Downstream Operations > Commercial & Marketing > Supply And Trading > Products Distribution Management > Contractual Agreements Management > Manage Product Exchange Agreements,WEAK,16630,3.3.8.1,4,1,Manage product images,0.571,0.571,"Producing or overseeing the creation or acquisition of photos, images and graphics for a product description, advertisement or a website. Like the copy [18131], product images are chosen and edited to enhance the product description and to convince consumers to purchase the product.",,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-2-7-1-2,5,no,Manage Product Transport Agreements,Downstream Operations > Commercial & Marketing > Supply And Trading > Products Distribution Management > Contractual Agreements Management > Manage Product Transport Agreements,WEAK,16630,3.3.8.1,4,1,Manage product images,0.571,0.571,"Producing or overseeing the creation or acquisition of photos, images and graphics for a product description, advertisement or a website. Like the copy [18131], product images are chosen and edited to enhance the product description and to convince consumers to purchase the product.",,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-2-7-1-3,5,no,Negotiate Storage / Throughput Agreements,Downstream Operations > Commercial & Marketing > Supply And Trading > Products Distribution Management > Contractual Agreements Management > Negotiate Storage / Throughput Agreements,WEAK,10815,9.3.1.1,4,1,Negotiate service-level agreements,0.5,0.5,"Agreeing upon terms and conditions. Negotiate an agreement between two or more parties, the customer and service providers. Specify scope, quality, and responsibilities.",,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-2-7-2,4,no,Terminal Operations Management,Downstream Operations > Commercial & Marketing > Supply And Trading > Products Distribution Management > Terminal Operations Management,NONE,19948,1.1.3.2,4,0,Analyze internal operations,0.333,0.333,Identify key elements of operations and measure effectiveness of these elements within internal operations.,,,,pending,NEEDS REVIEW,,,,,NO CANDIDATE,no meaningful APQC candidate
CM-1-2-7-2-1,5,no,"Manage Safety (Materials, Staff, Contractor)","Downstream Operations > Commercial & Marketing > Supply And Trading > Products Distribution Management > Terminal Operations Management > Manage Safety (Materials, Staff, Contractor)",WEAK,11741,2.1.4.1,4,1,Manage materials master lists,0.444,0.444,"Controlling the details of materials' storage and utilization, supplier details linked to materials, in a defined sequential manner and ensuring regular updates with permissible accessibility.",,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-2-7-2-2,5,no,Manage Fleet (Own/Third Party),Downstream Operations > Commercial & Marketing > Supply And Trading > Products Distribution Management > Terminal Operations Management > Manage Fleet (Own/Third Party),STRONG,12944,4.4.5.3,4,1,Manage third party bulk storage,0.667,0.667,,,,,pending,NEEDS REVIEW,,,,,NO SOURCE,strong APQC candidate but no validator agreed
CM-1-2-7-2-3,5,no,"Manage Site Assets (Tank, Rack, Etc.)","Downstream Operations > Commercial & Marketing > Supply And Trading > Products Distribution Management > Terminal Operations Management > Manage Site Assets (Tank, Rack, Etc.)",WEAK,13930,4.1.2.6,4,1,Manage rack allocations,0.444,0.444,,,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-3-1-1,4,no,Market Analysis,Downstream Operations > Commercial & Marketing > Marketing > Market Analysis & Insight > Market Analysis,WEAK,10106,3.1.1,3,1,Perform customer and market intelligence analysis,0.571,0.571,Gathering intelligence on the market and customers. Closely examine the inherent attributes and collective behavior of the various market and customer segments. Track trends in the market. Determine what drives the customers to make purchasing decisions in order to identify opportunities in the market.,,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-3-1-1-1,5,no,Source & Collect Information,Downstream Operations > Commercial & Marketing > Marketing > Market Analysis & Insight > Market Analysis > Source & Collect Information,WEAK,10195,3.5.5.2,4,1,Collect and maintain account information,0.571,0.571,"Collecting and maintaining all account information. Collect information about the purchase, servicing, return, and/or commitment of any products/services on part of the organization to its customers. Bring together information from various organizational divisions, and update periodically.",,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-3-1-1-2,5,no,Define Analysis Objectives & Scope,Downstream Operations > Commercial & Marketing > Marketing > Market Analysis & Insight > Market Analysis > Define Analysis Objectives & Scope,STRONG,19521,3.6.1.1,4,1,Define objectives,0.667,0.667,,,,,pending,NEEDS REVIEW,,,,,NO SOURCE,strong APQC candidate but no validator agreed
